name,what have been runned,output
Epoch 8/10:  10%|██▊                         | 282/2800 [05:47<46:43,  1.11s/it]Traceback (most recent call last):
  File ""/usr/local/lib/python3.12/dist-packages/gradio_client/client.py"", line 302, in stream_messages
    raise ValueError(f""Unexpected SSE line: '{line}'"")
ValueError: Unexpected SSE line: '<!DOCTYPE html>
<html class="""">
<head>
    <meta charset=""utf-8""/>
    <meta
            name=""viewport""
            content=""width=device-width, initial-scale=1.0, user-scalable=no""
    />
    <meta
            name=""description""
            content=""We’re on a journey to advance and democratize artificial intelligence through open source and open science.""
    />
    <meta property=""fb:app_id"" content=""1321688464574422""/>
    <meta name=""twitter:card"" content=""summary_large_image""/>
    <meta name=""twitter:site"" content=""@huggingface""/>
    <meta
            property=""og:title""
            content=""Hugging Face – The AI community building the future.""
    />
    <meta property=""og:type"" content=""website""/>'
Epoch 8/10:  54%|██████████████▋            | 1521/2800 [31:19<23:57,  1.12s/it]Traceback (most recent call last):
  File ""/usr/local/lib/python3.12/dist-packages/gradio_client/client.py"", line 302, in stream_messages
    raise ValueError(f""Unexpected SSE line: '{line}'"")
ValueError: Unexpected SSE line: '<!DOCTYPE html>
<html class="""">
<head>
    <meta charset=""utf-8""/>
    <meta
            name=""viewport""
            content=""width=device-width, initial-scale=1.0, user-scalable=no""
    />
    <meta
            name=""description""
            content=""We’re on a journey to advance and democratize artificial intelligence through open source and open science.""
    />
    <meta property=""fb:app_id"" content=""1321688464574422""/>
    <meta name=""twitter:card"" content=""summary_large_image""/>
    <meta name=""twitter:site"" content=""@huggingface""/>
    <meta
            property=""og:title""
            content=""Hugging Face – The AI community building the future.""
    />
    <meta property=""og:type"" content=""website""/>'
Epoch   8 | loss=0.954 | val_auc=0.4154 val_eer=0.5446 val_ece=0.1051
Epoch   9 | loss=0.912 | val_auc=0.4697 val_eer=0.5065 val_ece=0.1033
Epoch  10 | loss=0.955 | val_auc=0.4955 val_eer=0.5088 val_ece=0.1013
Traceback (most recent call last):
  File ""/work_repo/p3_physio/w3_train/train.py"", line 320, in <module>
    train(args)
  File ""/work_repo/p3_physio/w3_train/train.py"", line 261, in train
    best_ckpt = torch.load(out_dir / ""best_model.pt"", map_location=device)
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/dist-packages/torch/serialization.py"", line 1548, in load
    raise pickle.UnpicklingError(_get_wo_message(str(e))) from None
_pickle.UnpicklingError: Weights only load failed. This file can still be loaded, to do so you have two options, do those steps only if you trust the source of the checkpoint.
	(1) In PyTorch 2.6, we changed the default value of the `weights_only` argument in `torch.load` from `False` to `True`. Re-running `torch.load` with `weights_only` set to `False` will likely succeed, but it can result in arbitrary code execution. Do it only if you got the file from a trusted source.
	(2) Alternatively, to load with `weights_only=True` please check the recommended steps in the following error message.
	WeightsUnpickler error: Unsupported global: GLOBAL w2_model.model.ModelConfig was not an allowed global by default. Please use `torch.serialization.add_safe_globals([w2_model.model.ModelConfig])` or the `torch.serialization.safe_globals([w2_model.model.ModelConfig])` context manager to allowlist this global if you trust this class/function.

Check the documentation of torch.load to learn more about types accepted by default with weights_only https://pytorch.org/docs/stable/generated/torch.load.html.
* Run finished. Uploading logs to Trackio Space (please wait...)"
train_physio_png.py,"!python w3_train/train_physio_png.py \
    --ff_root /kaggle/input/datasets/sheldonhomes/faceforensics-c23-processed/ff/ff++/frames \
    --baseline_ckpt /kaggle/working/work_repo/p3_physio/checkpoints/baseline_best.pt \
    --rppg_cache /kaggle/working/rppg_cache \
    --use_rppg_fusion \
    --out_dir /kaggle/working/checkpoints \
    --log_dir /kaggle/working/logs \
    --temporal_model mean \
    --temporal_dim 0 \
    --clip_len 16 \
    --batch_size 6 \
    --clips_per_video 1 \
    --epochs 20 \
    --freeze_backbone_epochs 999 \
    --lr_backbone 0.0 \
    --lr_head 3e-4 \
    --weight_decay 1e-3 \
    --dropout 0.4 \
    --w_pulse 0.0 --w_blink 0.0 \
    --num_workers 2 \
    --fp16 \
    --run_name physio_rppg_v10
","GPU: Tesla T4, 15.6 GB

Device: cuda:0

* Trackio project initialized: p3_physio_deepfake

* Trackio metrics will be synced to Hugging Face Dataset: GoodBoyXD/bioforensics-dataset
* Found existing space: https://huggingface.co/spaces/GoodBoyXD/bioforensics

* View dashboard by going to: https://GoodBoyXD-bioforensics.hf.space/

* NVIDIA GPU detected, enabling automatic GPU metrics logging
* Created new run: physio_rppg_v10

[Trackio] Initialized run 'physio_rppg_v10' in project 'p3_physio_deepfake'

          Dashboard: check trackio output above for URL



Scanning dataset...
  original: 1000 video folders
  Deepfakes: 1000 video folders
  Face2Face: 1000 video folders
  FaceSwap: 1000 video folders
  NeuralTextures: 1000 video folders
  FaceShifter: 1000 video folders

Total: 6000 videos, real=1000, fake=5000

Split: 800/100/100 source IDs
Train: 4800 clips (800 real vids, 4000 fake vids), 800 steps/epoch

Val: 600 | Test: 600


Loading baseline backbone from: /kaggle/working/work_repo/p3_physio/checkpoints/baseline_best.pt
  Backbone weights loaded: 704 tensors

Model: 18.7M params

Backbone FROZEN for first 999 epochs

Epoch 1/20:   0%|                                       | 0/800 [00:00<?, ?it/s]
Epoch 1/20:   0%|                          | 0/800 [00:10<?, ?it/s, loss=0.7086]
Epoch 1/20:   0%|                | 1/800 [00:10<2:19:58, 10.51s/it, loss=0.7086]
Epoch 1/20:   0%|                | 1/800 [00:11<2:19:58, 10.51s/it, loss=0.7478]
Epoch 1/20:   0%|                | 2/800 [00:11<1:03:12,  4.75s/it, loss=0.7478]
Epoch 1/20:   0%|                | 2/800 [00:11<1:03:12,  4.75s/it, loss=0.7091]
Epoch 1/20:   0%|                  | 3/800 [00:11<38:36,  2.91s/it, loss=0.7091]
Epoch 1/20:   0%|                  | 3/800 [00:12<38:36,  2.91s/it, loss=0.7017]
Epoch 1/20:   0%|                  | 4/800 [00:12<27:28,  2.07s/it, loss=0.7017]
Epoch 1/20:   0%|                  | 4/800 [00:13<27:28,  2.07s/it, loss=0.7059]
Epoch 1/20:   1%|                  | 5/800 [00:13<21:05,  1.59s/it, loss=0.7059]
Epoch 1/20:   1%|                  | 5/800 [00:14<21:05,  1.59s/it, loss=0.7183]
Epoch 1/20:   1%|▏                 | 6/800 [00:14<17:43,  1.34s/it, loss=0.7183]
Epoch 1/20:   1%|▏                 | 6/800 [00:15<17:43,  1.34s/it, loss=0.7087]
Epoch 1/20:   1%|▏                 | 7/800 [00:15<17:59,  1.36s/it, loss=0.7087]
Epoch 1/20:   1%|▏                 | 7/800 [00:16<17:59,  1.36s/it, loss=0.6685]
Epoch 1/20:   1%|▏                 | 8/800 [00:16<17:23,  1.32s/it, loss=0.6685]
Epoch 1/20:   1%|▏                 | 8/800 [00:18<17:23,  1.32s/it, loss=0.6518]
Epoch 1/20:   1%|▏                 | 9/800 [00:18<17:22,  1.32s/it, loss=0.6518]
Epoch 1/20:   1%|▏                 | 9/800 [00:20<17:22,  1.32s/it, loss=0.6575]
Epoch 1/20:   1%|▏                | 10/800 [00:20<21:34,  1.64s/it, loss=0.6575]
Epoch 1/20:   1%|▏                | 10/800 [00:21<21:34,  1.64s/it, loss=0.6596]
Epoch 1/20:   1%|▏                | 11/800 [00:21<18:03,  1.37s/it, loss=0.6596]
Epoch 1/20:   1%|▏                | 11/800 [00:24<18:03,  1.37s/it, loss=0.6490]
Epoch 1/20:   2%|▎                | 12/800 [00:24<24:49,  1.89s/it, loss=0.6490]
Epoch 1/20:   2%|▎                | 12/800 [00:25<24:49,  1.89s/it, loss=0.6664]
Epoch 1/20:   2%|▎                | 13/800 [00:25<20:19,  1.55s/it, loss=0.6664]
Epoch 1/20:   2%|▎                | 13/800 [00:27<20:19,  1.55s/it, loss=0.5765]
Epoch 1/20:   2%|▎                | 14/800 [00:27<23:09,  1.77s/it, loss=0.5765]
Epoch 1/20:   2%|▎                | 14/800 [00:28<23:09,  1.77s/it, loss=0.6758]
Epoch 1/20:   2%|▎                | 15/800 [00:28<19:22,  1.48s/it, loss=0.6758]
Epoch 1/20:   2%|▎                | 15/800 [00:31<19:22,  1.48s/it, loss=0.6109]
Epoch 1/20:   2%|▎                | 16/800 [00:31<25:51,  1.98s/it, loss=0.6109]
Epoch 1/20:   2%|▎                | 16/800 [00:32<25:51,  1.98s/it, loss=0.6309]
Epoch 1/20:   2%|▎                | 17/800 [00:32<21:02,  1.61s/it, loss=0.6309]
Epoch 1/20:   2%|▎                | 17/800 [00:35<21:02,  1.61s/it, loss=0.6027]
Epoch 1/20:   2%|▍                | 18/800 [00:35<26:03,  2.00s/it, loss=0.6027]
Epoch 1/20:   2%|▍                | 18/800 [00:35<26:03,  2.00s/it, loss=0.7470]
Epoch 1/20:   2%|▍                | 19/800 [00:35<21:08,  1.62s/it, loss=0.7470]
Epoch 1/20:   2%|▍                | 19/800 [00:38<21:08,  1.62s/it, loss=0.7653]
Epoch 1/20:   2%|▍                | 20/800 [00:38<23:20,  1.80s/it, loss=0.7653]
Epoch 1/20:   2%|▍                | 20/800 [00:38<23:20,  1.80s/it, loss=0.7466]
Epoch 1/20:   3%|▍                | 21/800 [00:38<19:14,  1.48s/it, loss=0.7466]
Epoch 1/20:   3%|▍                | 21/800 [00:40<19:14,  1.48s/it, loss=0.6434]
Epoch 1/20:   3%|▍                | 22/800 [00:40<20:23,  1.57s/it, loss=0.6434]
Epoch 1/20:   3%|▍                | 22/800 [00:41<20:23,  1.57s/it, loss=0.6916]
Epoch 1/20:   3%|▍                | 23/800 [00:41<17:07,  1.32s/it, loss=0.6916]
Epoch 1/20:   3%|▍                | 23/800 [00:44<17:07,  1.32s/it, loss=0.5758]
Epoch 1/20:   3%|▌                | 24/800 [00:44<23:54,  1.85s/it, loss=0.5758]
Epoch 1/20:   3%|▌                | 24/800 [00:45<23:54,  1.85s/it, loss=0.8919]
Epoch 1/20:   3%|▌                | 25/800 [00:45<20:10,  1.56s/it, loss=0.8919]
Epoch 1/20:   3%|▌                | 25/800 [00:47<20:10,  1.56s/it, loss=0.8481]
Epoch 1/20:   3%|▌                | 26/800 [00:47<22:19,  1.73s/it, loss=0.8481]
Epoch 1/20:   3%|▌                | 26/800 [00:48<22:19,  1.73s/it, loss=0.6907]
Epoch 1/20:   3%|▌                | 27/800 [00:48<18:50,  1.46s/it, loss=0.6907]
Epoch 1/20:   3%|▌                | 27/800 [00:50<18:50,  1.46s/it, loss=0.6138]
Epoch 1/20:   4%|▌                | 28/800 [00:50<21:10,  1.65s/it, loss=0.6138]
Epoch 1/20:   4%|▌                | 28/800 [00:51<21:10,  1.65s/it, loss=0.5130]
Epoch 1/20:   4%|▌                | 29/800 [00:51<17:49,  1.39s/it, loss=0.5130]
Epoch 1/20:   4%|▌                | 29/800 [00:52<17:49,  1.39s/it, loss=0.6496]
Epoch 1/20:   4%|▋                | 30/800 [00:52<19:04,  1.49s/it, loss=0.6496]
Epoch 1/20:   4%|▋                | 30/800 [00:53<19:04,  1.49s/it, loss=0.6083]
Epoch 1/20:   4%|▋                | 31/800 [00:53<16:25,  1.28s/it, loss=0.6083]
Epoch 1/20:   4%|▋                | 31/800 [00:55<16:25,  1.28s/it, loss=0.6499]
Epoch 1/20:   4%|▋                | 32/800 [00:55<17:16,  1.35s/it, loss=0.6499]
Epoch 1/20:   4%|▋                | 32/800 [00:55<17:16,  1.35s/it, loss=0.7215]
Epoch 1/20:   4%|▋                | 33/800 [00:55<14:59,  1.17s/it, loss=0.7215]
Epoch 1/20:   4%|▋                | 33/800 [00:57<14:59,  1.17s/it, loss=0.6356]
Epoch 1/20:   4%|▋                | 34/800 [00:57<18:26,  1.44s/it, loss=0.6356]
Epoch 1/20:   4%|▋                | 34/800 [00:58<18:26,  1.44s/it, loss=0.5396]
Epoch 1/20:   4%|▋                | 35/800 [00:58<15:45,  1.24s/it, loss=0.5396]
Epoch 1/20:   4%|▋                | 35/800 [01:01<15:45,  1.24s/it, loss=0.5614]
Epoch 1/20:   4%|▊                | 36/800 [01:01<20:29,  1.61s/it, loss=0.5614]
Epoch 1/20:   4%|▊                | 36/800 [01:02<20:29,  1.61s/it, loss=0.6304]
Epoch 1/20:   5%|▊                | 37/800 [01:02<17:25,  1.37s/it, loss=0.6304]
Epoch 1/20:   5%|▊                | 37/800 [01:03<17:25,  1.37s/it, loss=0.6960]
Epoch 1/20:   5%|▊                | 38/800 [01:03<19:03,  1.50s/it, loss=0.6960]
